SUB_PROVINCE,Volcanic Centre Name,VOLCANIC_CENTRE_DESCRIPTION_NEW,LAT_CENTRE,LON_CENTRE,COMMENTS,AGE_MA,Bulk Geochem,VEI,Cone Height (m),Recurrence_Interval,Average_Rainfall,Rebuilt_Flank,Max_Slope_Degrees,Max_Slope_%,Water,Recorded_PDC,Geo_PDC,Recorded_Lahar,Geo_Lahar,PM2.5,Built_3km,Shoreline_15km,LavaDelta,DeltaSlope,Unstable_Slopes
CH,Currys_Hill,Scoria_cone,-37.3573,144.2141,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,61,10800,518,FALSE,8.474722414,14.9,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Deverall_Hill,Lava_shield,-37.5294,144.6385,,,Quartz tholeiite,,50,10800,518,FALSE,29.98494601,57.7,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Dolphins_Hill,Lava_shield,-37.3967,144.2531,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,16,10800,518,FALSE,6.27729849,11,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Donnelly_Hill,Scoria_cone,-37.3997,144.0471,,,K-Rich Hawaiite,,30,10800,518,FALSE,10.37037918,18.3,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Eastern_Hill,Lava_shield,-37.3476,144.0526,*** Where is reference for age??,1.82 +- 0.03,Hawaiite,,60,10800,518,FALSE,16.3305845,29.3,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Fairbanks Hill,Unknown,-37.6082,144.8638,,,Olivine basalt to trachyandesite,,35,10800,518,FALSE,8.75477299,15.4,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Fawcett_Hill,Scoria_cone,-37.1922,143.8361,,,Transitional Basalt,,40,10800,518,FALSE,11.08939554,19.6,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Fenton_Hill_Sunbury,Scoria_cone,-37.499,144.8055,,2.943 +-0.011,Tholeiite,,81,10800,518,FALSE,12.40741853,22,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Fenton_Hill_Waubra,Scoria_cone,-37.3478,143.7377,,,,,43,10800,518,FALSE,9.648045316,17,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Fern_Hill,Scoria_cone,-37.3238,144.16779,,,K-Rich Hawaiite,,40,10800,518,FALSE,8.138123603,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Fitzgerald_Hill,Lava_shield,-37.5337,144.6662,AKA O'Brien Hill,,Trachyandesite,,37,10800,518,FALSE,27.92358972,53,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Foran_Hill,Scoria_cone,-37.3865,143.6246,,,Hawaiite to K-Rich Hawaiite,,85,10800,518,FALSE,18.77803322,34,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Forest_Hill,Scoria_cone,-37.3939,143.9631,,,,,120,10800,518,FALSE,17.22343619,31,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Fraser_Hill,Scoria_cone,-37.3949,143.6966,,,K-Rich Hawaiite,,60,10800,518,FALSE,11.30993247,20,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_0,Scoria_cone,-37.3863,143.6373,,,,,46,10800,518,FALSE,10.86852534,19.2,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_116,Lava_shield,-37.2591,144.2063,,,"Nepheline-Hawaiite, K-rich Nepheline-hawaiite, alkali basalt",,66,10800,518,FALSE,19.29004622,35,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_118,Unknown,-37.2903,144.2423,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,20,10800,518,FALSE,8.978510951,15.8,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_119,Unknown,-37.3452,144.0266,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,25,10800,518,FALSE,5.142764558,9,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_137,Unknown,-37.3378,143.7405,,,,,33,10800,518,FALSE,8.75477299,15.4,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_147,Scoria_cone,-37.4475,144.1772,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,20,10800,518,FALSE,8.025797031,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_149,Unknown,-37.3638,144.1996,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,33,10800,518,FALSE,7.744710546,13.6,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_291,Lava_shield,-37.388,144.8173,,,Basalt,,31,10800,518,FALSE,8.418662878,14.8,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_308,Lava_shield,-37.5748,143.9863,,,Alkaline olivine basalt,,24,10800,518,FALSE,7.744710546,13.6,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_315,Lava_shield,-37.5434,143.8081,,2.56 +- 0.03,Tholeiite to mildly alkalic olivine basalt,,10,10800,518,FALSE,2.633749234,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_328,Unknown,-37.5943,143.6505,,,Tholeiite to mildly alkalic olivine basalt,,12,10800,518,FALSE,3.433630362,6,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_359,Lava_shield,-37.5463,144.6758,,,Olivine basalt to trachyandesite,,31,10800,518,FALSE,10.20397372,18,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_362,Lava_shield,-37.5204,144.68985,,,Olivine basalt to trachyandesite,,20,10800,518,FALSE,8.025797031,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_394,Lava_shield,-37.5951,143.9943,,"4 ± 0.1, 3.97, 2.59",Tholeiite to mildly alkalic olivine basalt,,48,10800,518,FALSE,13.49573328,24,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_396,Lava_shield,-37.5254,143.9682,,,Tholeiite to mildly alkalic olivine basalt,,24,10800,518,FALSE,5.142764558,9,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_40,Unknown,-37.3913,144.1978,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,47,10800,518,FALSE,11.96948637,21.2,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_41,Unknown,-37.4292,144.217,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,19,10800,518,FALSE,7.125016349,12.5,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_416,Lava_shield,-37.704,144.07752,,,Olivine basalt,,20,10800,518,FALSE,9.313598909,16.4,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_432,Scoria_cone,-37.3523,143.9704,,,K-Rich Hawaiite,,65,10800,518,FALSE,16.69924423,30,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_44,Scoria_cone,-37.2581,144.0345,,,Basalt,,5,10800,518,FALSE,4.004172941,7,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_446,Unknown,-37.2781,143.8814,,,Tholeiite to mildly alkalic basalt,,24,10800,518,FALSE,7.125016349,12.5,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_460,Scoria_cone,-37.3996,143.6597,,,,,12,10800,518,FALSE,7.632170072,13.4,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_470,Scoria_cone,-37.3313,143.6837,,,,,44,10800,518,FALSE,10.37037918,18.3,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_471,Scoria_cone,-37.3341,143.6752,,,,,25,10800,518,FALSE,10.48121814,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_475,Unknown,-37.3691,143.6047,,,,,31.5,10800,518,FALSE,7.969610394,14,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_513,Lava_shield,-37.2364,144.5545,,,Basalt,,50,10800,518,FALSE,18.26288994,33,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_514,Lava_shield,-37.1367,144.513,,,Basalt,,20,10800,518,FALSE,6.560196401,11.5,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_517,Lava_shield,-37.1848,144.6625,,,Basalt,,50,10800,518,FALSE,12.40741853,22,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_53,Unknown,-37.2877,144.2376,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,20,10800,518,FALSE,10.75796709,19,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_55,Unknown,-37.2982,144.1478,,,Tholeiite to mildly alkalic olivine basalt,,50,10800,518,FALSE,17.22343619,31,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_563,Lava_shield,-37.1357,144.6265,,,Basalt,,50,10800,518,FALSE,10.92377381,19.3,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_564,Unknown,-37.2311,144.8286,,,Basalt,,30,10800,518,FALSE,12.78940656,22.7,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_565,Lava_shield,-37.5186,144.1373,,,Olivine basalt,,12,10800,518,FALSE,5.54035759,9.7,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_58,Unknown,-37.3425,144.0322,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,13,10800,518,FALSE,4.972213145,8.7,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_605,Unknown,-37.2729,144.8607,,,,,23,10800,518,FALSE,8.75477299,15.4,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_69,Lava_shield,-37.1111,144.4073,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,42,10800,518,FALSE,20.70659214,37.8,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_73,Lava_shield,-37.4165,144.4593,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,37,10800,518,FALSE,10.92377381,19.3,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,GEOVIC_74,Lava_shield,-37.3434,144.3822,,,"Basaltic icelandite, olivine tholeiite, transitional basalt",,40,10800,518,FALSE,10.64732771,18.8,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Golf_Course_Hill,Lava_shield,-37.3475,144.5292,,"7 ± 0.12, 6.81 ± 0.11",Limburgite,,46,10800,518,FALSE,15.21632671,27.2,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Gooches_Hill,Magmatic_Volcanic_Complex,-37.3082,144.2207,Complex,,K-Rich Hawaiite,,80,10800,518,FALSE,12.95276451,23,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Gordon_Hill,Scoria_cone,-37.2797,143.6368,,,K-Rich Hawaiite,,120,10800,518,FALSE,21.05670559,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Green_Hill_Buninyong,Lava_shield,-37.6284,143.9012,,,Tholeiite to mildly alkalic olivine basalt,,40,10800,518,FALSE,13.00716973,23.1,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Green_Hill_Metcalfe,Scoria_cone,-37.1513,144.4329,Rosengren_states_lava_and_scoria,,"K-Rich Hawaiite, Transitional Basalt",,90,10800,518,FALSE,14.5742162,26,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Green_Hill_Newlyn,Lava_shield,-37.3957,144.0213,,,K-Rich Hawaiite,,62,10800,518,FALSE,15.85454643,28.4,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Green_Hill_Pootilla,Lava_shield,-37.515,143.9677,,,Tholeiite to mildly alkalic olivine basalt,,37,10800,518,FALSE,11.80489234,20.9,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Green_Hill_Snake_Valley,Lava_shield,-37.6042,143.6028,,,Tholeiite to mildly alkalic olivine basalt,,21,10800,518,FALSE,9.369385096,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Green_Hill_Wallan,Lava_shield,-37.4232,144.9843,,,Basanite to alkali basalt,,60,10800,518,FALSE,15.37625125,27.5,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
CH,Green_Hills_Greendale,Lava_shield,-37.5006,144.2907,,,Olivine basalt,,32,10800,518,FALSE,13.1159085,23.3,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE,FALSE,FALSE,0,FALSE
