,Volcanic Centre Name,Latitude,Longitude,Hazard Score (raw),Hazard (%),Hazard contrib (%),Exposure Score (raw),Exposure (%),Exposure contrib (%),Vulnerability (raw),Vulnerability (%),Vulnerability contrib (%),Data completeness (raw),Data gap (%),Data gap contrib (%),Final score (0–1),Final score (%)
116,Maiden_Hill,-37.2893,143.6145,2.907297880585,14.536489402924998,1.4536489402925,5,0.0,0.0,64.16918901091714,61.95627738112929,24.782510952451716,1.0,91.66666666666666,13.749999999999998,0.3998615989274421,39.98615989274421
117,McIvor_Hill,-37.241,143.8657,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,8.0,33.333333333333336,5.0,0.34333472809130644,34.33347280913065
118,McLean_Hill,-37.4345,143.7506,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.43861158668453226,43.86115866845323
119,Melbourne_Hill,-37.2997,144.7445,2.256200025385,11.281000126925,1.1281000126925,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,7.0,41.666666666666664,6.249999999999999,0.4870397941465844,48.70397941465844
120,Merin_Hill,-37.2111,143.8114,2.256200025385,11.281000126925,1.1281000126925,4,25.0,8.75,103.57173110349244,100.0,40.0,2.0,83.33333333333334,12.5,0.6237810001269251,62.37810001269251
121,Molonghip_Hill,-37.4844,144.0377,0.6798578499850001,3.3992892499250007,0.33992892499250005,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,4.0,66.66666666666667,10.0,0.38545301721430636,38.54530172143063
122,MONVOLC_2,-37.2395,144.4372,2.1648178703850003,10.824089351925,1.0824089351925001,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,2.0,83.33333333333334,12.5,0.5490828833715844,54.90828833715844
123,Morton_Hill,-37.4237,143.7519,0.6798578499850001,3.3992892499250007,0.33992892499250005,3,50.0,17.5,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.4307298758075322,43.07298758075322
124,Mossops_Hill,-37.4056,144.1966,3.215712653985,16.078563269925,1.6078563269925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4981322912343064,49.81322912343064
125,Mt_Aitken,-37.5465,144.6424,4.392257900984999,21.961289504925,2.1961289504925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,5.0,58.33333333333333,8.749999999999998,0.4352200835245843,43.52200835245843
126,Mt_Beckworth,-37.309,143.6738,2.256200025385,11.281000126925,1.1281000126925,4,25.0,8.75,27.719349815883355,26.763431991095356,10.705372796438143,1.0,91.66666666666666,13.749999999999998,0.3433347280913064,34.33347280913064
127,Mt_Blackwood,-37.5572,144.3604,2.907297880585,14.536489402924998,1.4536489402925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,3.0,75.0,11.249999999999998,0.47438018032679663,47.438018032679665
128,Mt_Blowhard,-37.4529,143.8,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,29.733006583502032,28.70764663940182,11.483058655760727,3.0,75.0,11.249999999999998,0.4136115866845323,41.36115866845323
129,Mt_Bullengarook,-37.5099,144.4931,3.432745272385,17.163726361925,1.7163726361925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,8.0,33.333333333333336,5.0,0.3929225203815843,39.29225203815843
130,Mt_Buninyong,-37.6532,143.9238,3.712603122370001,18.563015611850002,1.8563015611850004,2,75.0,26.249999999999996,29.733006583502032,28.70764663940182,11.483058655760727,7.0,41.666666666666664,6.249999999999999,0.45839360216945724,45.83936021694572
131,Mt_Cameron,-37.2008,143.8146,2.907297880585,14.536489402924998,1.4536489402925,4,25.0,8.75,103.57173110349244,100.0,40.0,5.0,58.33333333333333,8.749999999999998,0.589536489402925,58.9536489402925
132,Mt_Cavern,-37.4104,143.7851,2.381850488785,11.909252443925,1.1909252443925,3,50.0,17.5,29.733006583502032,28.70764663940182,11.483058655760727,2.0,83.33333333333334,12.5,0.42673983900153223,42.673983900153225
133,Mt_Consultation,-37.0983,144.1686,2.907297880585,14.536489402924998,1.4536489402925,2,75.0,26.249999999999996,28.760675577376915,27.768847030893262,11.107538812357305,3.0,75.0,11.249999999999998,0.500611877526498,50.06118775264981
134,Mt_Darriwill,-37.631,144.2764,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,3.0,75.0,11.249999999999998,0.4684974540917966,46.84974540917966
135,Mt_Duntulm,-37.2062,143.8556,2.907297880585,14.536489402924998,1.4536489402925,5,0.0,0.0,103.57173110349244,100.0,40.0,2.0,83.33333333333334,12.5,0.5395364894029251,53.95364894029251
136,Mt_Franklin,-37.2647,144.1498,3.712603122370001,18.563015611850002,1.8563015611850004,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,6.0,50.0,7.5,0.4631167435762314,46.31167435762314
137,Mt_Franklin,-37.2647,144.1498,3.712603122370001,18.563015611850002,1.8563015611850004,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.5006167435762314,50.06167435762314
138,Mt_Franklin,-37.2647,144.1498,3.712603122370001,18.563015611850002,1.8563015611850004,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,6.0,50.0,7.5,0.4631167435762314,46.31167435762314
139,Mt_Franklin,-37.2647,144.1498,3.712603122370001,18.563015611850002,1.8563015611850004,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.5006167435762314,50.06167435762314
140,Mt_Fraser,-37.4616,144.9783,2.907297880585,14.536489402924998,1.4536489402925,1,100.0,35.0,28.36580432594712,27.387593143155087,10.955037257262035,8.0,33.333333333333336,5.0,0.5240868619755453,52.40868619755453
141,Mt_Gap,-37.3346,143.6927,2.907297880585,14.536489402924998,1.4536489402925,4,25.0,8.75,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.3543670759605323,35.43670759605323
142,Mt_Gisborne,-37.5212,144.5904,2.97012311217,14.85061556085,1.485061556085,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,7.0,41.666666666666664,6.249999999999999,0.49060940958050936,49.060940958050935
143,Mt_Glasgow,-37.2102,143.7532,2.907297880585,14.536489402924998,1.4536489402925,4,25.0,8.75,103.57173110349244,100.0,40.0,3.0,75.0,11.249999999999998,0.614536489402925,61.4536489402925
144,Mt_Gorong,-37.6081,144.2493,2.256200025385,11.281000126925,1.1281000126925,1,100.0,35.0,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.5711246910507967,57.11246910507967
145,Mt_Greenock,-37.201,143.7251,2.907297880585,14.536489402924998,1.4536489402925,4,25.0,8.75,103.57173110349244,100.0,40.0,8.0,33.333333333333336,5.0,0.552036489402925,55.2036489402925
146,Mt_Holden,-37.5645,144.6925,2.907297880585,14.536489402924998,1.4536489402925,1,100.0,35.0,37.42442465756515,36.133821708714486,14.453528683485795,3.0,75.0,11.249999999999998,0.621571776237783,62.1571776237783
147,Mt_Hollowback,-37.4408,143.8187,2.907297880585,14.536489402924998,1.4536489402925,3,50.0,17.5,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.4418670759605322,44.18670759605322
148,Mt_Hydewell,-37.6235,144.2252,0.6798578499850001,3.3992892499250007,0.33992892499250005,1,100.0,35.0,21.96851985548765,21.210922730967923,8.484369092387169,1.0,91.66666666666666,13.749999999999998,0.5757429801737967,57.57429801737967
149,Mt_Kooroocheang,-37.297,143.9843,3.712603122370001,18.563015611850002,1.8563015611850004,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,4.0,66.66666666666667,10.0,0.40061674357623145,40.06167435762315
150,Mt_Mitchell,-37.2847,143.5838,3.18715573057,15.935778652849999,1.5935778652850001,5,0.0,0.0,64.16918901091714,61.95627738112929,24.782510952451716,2.0,83.33333333333334,12.5,0.38876088817736715,38.876088817736715
151,Mt_Moolort,-37.0474,143.8604,2.907297880585,14.536489402924998,1.4536489402925,4,25.0,8.75,103.57173110349244,100.0,40.0,8.0,33.333333333333336,5.0,0.552036489402925,55.2036489402925
152,Mt_Moorookyle,-37.2947,143.9403,2.907297880585,14.536489402924998,1.4536489402925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,1.0,91.66666666666666,13.749999999999998,0.43409021736730635,43.40902173673064
153,Mt_Pisgah,-37.4626,143.818,2.907297880585,14.536489402924998,1.4536489402925,2,75.0,26.249999999999996,29.733006583502032,28.70764663940182,11.483058655760727,4.0,66.66666666666667,10.0,0.49186707596053225,49.186707596053225
154,Mt_Prospect,-37.384,144.0576,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.49070749113230633,49.07074911323063
155,Mt_Ridley,-37.5656,144.9333,2.381850488785,11.909252443925,1.1909252443925,1,100.0,35.0,37.42442465756515,36.133821708714486,14.453528683485795,6.0,50.0,7.5,0.5814445392787828,58.14445392787828
156,Mt_Rowan,-37.5,143.8381,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,29.733006583502032,28.70764663940182,11.483058655760727,6.0,50.0,7.5,0.4609843497255322,46.09843497255322
157,Mt_Steiglitz,-37.5648,144.2335,2.907297880585,14.536489402924998,1.4536489402925,1,100.0,35.0,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.5743801803267967,57.43801803267967
158,Mt_Stewart,-37.2647,144.1498,3.432745272385,17.163726361925,1.7163726361925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,6.0,50.0,7.5,0.46171745432630634,46.17174543263064
159,Mt_Stewart,-37.2647,144.1498,3.432745272385,17.163726361925,1.7163726361925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4992174543263063,49.92174543263063
160,Mt_Stewart,-37.2647,144.1498,3.432745272385,17.163726361925,1.7163726361925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,6.0,50.0,7.5,0.46171745432630634,46.17174543263064
161,Mt_Stewart,-37.2647,144.1498,3.432745272385,17.163726361925,1.7163726361925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4992174543263063,49.92174543263063
162,Mt_Wallace,-37.7505,144.2133,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.3961246910507967,39.61246910507967
163,Mt_Warrenheip,-37.5751,143.9582,3.432745272385,17.163726361925,1.7163726361925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,8.0,33.333333333333336,5.0,0.4145074172857966,41.45074172857966
164,Muses_Hill,-37.3585,144.3049,2.1648178703850003,10.824089351925,1.0824089351925001,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.49287781731630637,49.28778173163064
165,ODonnell_Hill,-37.5705,144.0955,1.205305241785,6.0265262089250005,0.6026526208925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.47837021713279665,47.83702171327967
166,Pattens_Hill,-37.2182,144.3215,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,4.0,66.66666666666667,10.0,0.39333472809130643,39.33347280913064
167,Poverty_Point,-37.5564,144.1002,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.4809974540917966,48.09974540917966
168,Powlett_Hill,-37.26,143.9308,2.907297880585,14.536489402924998,1.4536489402925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4090902173673064,40.90902173673064
169,Pretty_Sally,-37.3804,144.9651,1.730752633585,8.653763167925002,0.8653763167925,1,100.0,35.0,28.36580432594712,27.387593143155087,10.955037257262035,3.0,75.0,11.249999999999998,0.5807041357405454,58.070413574054534
170,Pykes_Hill,-37.576,144.2773,2.907297880585,14.536489402924998,1.4536489402925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,3.0,75.0,11.249999999999998,0.47438018032679663,47.438018032679665
171,Quoin_Hill,-37.3472,143.6033,2.256200025385,11.281000126925,1.1281000126925,5,0.0,0.0,64.16918901091714,61.95627738112929,24.782510952451716,2.0,83.33333333333334,12.5,0.38410610965144215,38.410610965144215
172,Red_Rock_Gisborne,-37.5163,144.6455,4.392257900984999,21.961289504925,2.1961289504925,1,100.0,35.0,37.42442465756515,36.133821708714486,14.453528683485795,3.0,75.0,11.249999999999998,0.6289965763397829,62.89965763397829
173,Redstone_Hill,-37.6081,144.7528,3.741160045785,18.705800228925,1.8705800228925002,1,100.0,35.0,37.42442465756515,36.133821708714486,14.453528683485795,6.0,50.0,7.5,0.5882410870637829,58.82410870637828
174,Rocky_Hill_Stoney_Rises,-37.2542,143.9739,0.6798578499850001,3.3992892499250007,0.33992892499250005,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.4104530172143064,41.04530172143064
175,Ross_Creek,-37.6525,143.7357,0.6798578499850001,3.3992892499250007,0.33992892499250005,3,50.0,17.5,22.42709477303372,21.65368342701909,8.661473370807638,3.0,75.0,11.249999999999998,0.37751402295800135,37.75140229580013
176,Ross_Hill,-37.3435,143.709,0.6798578499850001,3.3992892499250007,0.33992892499250005,4,25.0,8.75,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.3432298758075323,34.32298758075323
177,Round_Hill_Broadford,-37.183,145.0335,3.215712653985,16.078563269925,1.6078563269925,1,100.0,35.0,28.36580432594712,27.387593143155087,10.955037257262035,2.0,83.33333333333334,12.5,0.6006289358425454,60.06289358425454
178,Ryan_Hill,-37.3729,143.6169,2.907297880585,14.536489402924998,1.4536489402925,5,0.0,0.0,64.16918901091714,61.95627738112929,24.782510952451716,1.0,91.66666666666666,13.749999999999998,0.3998615989274421,39.98615989274421
179,Ryans_Hill_Bungal,-37.6918,144.0968,0.6798578499850001,3.3992892499250007,0.33992892499250005,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,1.0,91.66666666666666,13.749999999999998,0.48824298017379664,48.82429801737966
180,Saddleback_Hill,-37.4505,143.6968,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.43861158668453226,43.86115866845323
181,Saint_Marys_Hill,-37.3687,143.5926,2.907297880585,14.536489402924998,1.4536489402925,5,0.0,0.0,64.16918901091714,61.95627738112929,24.782510952451716,2.0,83.33333333333334,12.5,0.38736159892744215,38.73615989274421
182,Scrub_Hill,-37.4294,143.9746,2.381850488785,11.909252443925,1.1909252443925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.40646298040830636,40.64629804083064
183,Sister_Hills,-37.3921,143.6531,1.730752633585,8.653763167925002,0.8653763167925,5,0.0,0.0,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.26098434972553225,26.098434972553225
184,Sister_Hills_Waubra,-37.406,143.6451,2.907297880585,14.536489402924998,1.4536489402925,4,25.0,8.75,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.3543670759605323,35.43670759605323
185,Snake_Hill,-37.3251,144.2044,0.6798578499850001,3.3992892499250007,0.33992892499250005,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4854530172143064,48.54530172143064
186,Snowden_Hill,-37.274,144.334,2.907297880585,14.536489402924998,1.4536489402925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,4.0,66.66666666666667,10.0,0.4402952834225844,44.02952834225844
187,Spring_Hill_Springmount,-37.4029,143.9335,2.256200025385,11.281000126925,1.1281000126925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.5058347280913064,50.58347280913063
188,Spring_Hill_Trawalla,-37.4658,143.5027,0.6798578499850001,3.3992892499250007,0.33992892499250005,5,0.0,0.0,64.16918901091714,61.95627738112929,24.782510952451716,3.0,75.0,11.249999999999998,0.3637243987744422,36.372439877444215
189,Spring_Hill_Trentham,-37.3121,144.337,3.866810509185,19.334052545925,1.9334052545925005,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,8.0,33.333333333333336,5.0,0.43888778051030636,43.888778051030634
190,Spring_Hill_Wallan,-37.4464,144.9734,0.6798578499850001,3.3992892499250007,0.33992892499250005,1,100.0,35.0,28.36580432594712,27.387593143155087,10.955037257262035,6.0,50.0,7.5,0.5379496618225453,53.794966182254534
191,Stewart_Hill,-37.2689,143.8984,2.907297880585,14.536489402924998,1.4536489402925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4965902173673064,49.659021736730644
192,Taylor_Hill,-37.1489,144.6723,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,16.37955701033845,15.814698504914851,6.325879401965941,3.0,75.0,11.249999999999998,0.3620397941465844,36.20397941465844
193,The_Bluff_Yalloak_Vale,-37.7182,144.275,3.432745272385,17.163726361925,1.7163726361925,3,50.0,17.5,21.96851985548765,21.210922730967923,8.484369092387169,3.0,75.0,11.249999999999998,0.3895074172857967,38.95074172857967
194,The_Sugarloaf_Springfield,-37.337,144.8222,2.381850488785,11.909252443925,1.1909252443925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,1.0,91.66666666666666,13.749999999999998,0.47516804646358435,47.51680464635844
195,Tipperary_Hill,-37.4839,144.0299,2.381850488785,11.909252443925,1.1909252443925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.4189629804083064,41.89629804083064
196,Tourello_Creek,-37.3157,143.833,0.95971569997,4.79857849985,0.4798578499849999,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.41185230646423143,41.18523064642314
197,Tregunna,-37.2476,144.6847,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,5.0,58.33333333333333,8.749999999999998,0.4219125571875843,42.19125571875843
198,Troys_Hill,-37.3602,143.6181,1.730752633585,8.653763167925002,0.8653763167925,5,0.0,0.0,64.16918901091714,61.95627738112929,24.782510952451716,1.0,91.66666666666666,13.749999999999998,0.39397887269244214,39.397887269244215
199,Tulloch_Hill,-37.1908,144.837,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,28.36580432594712,27.387593143155087,10.955037257262035,7.0,41.666666666666664,6.249999999999999,0.4432041357405453,44.32041357405453
200,Two_Mile_Hill,-37.3255,143.7882,2.256200025385,11.281000126925,1.1281000126925,4,25.0,8.75,27.719349815883355,26.763431991095356,10.705372796438143,1.0,91.66666666666666,13.749999999999998,0.3433347280913064,34.33347280913064
201,Unnamed_BM1,-37.6374,144.2999,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.4809974540917966,48.09974540917966
202,Unnamed_BM3,-37.682,144.2248,0.6798578499850001,3.3992892499250007,0.33992892499250005,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,1.0,91.66666666666666,13.749999999999998,0.48824298017379664,48.82429801737966
203,Unnamed_BM4,-37.5229,144.0424,0.95971569997,4.79857849985,0.4798578499849999,3,50.0,17.5,21.96851985548765,21.210922730967923,8.484369092387169,1.0,91.66666666666666,13.749999999999998,0.40214226942372167,40.214226942372164
204,Unnamed_BT2,-37.6747,143.6577,1.730752633585,8.653763167925002,0.8653763167925,3,50.0,17.5,22.42709477303372,21.65368342701909,8.661473370807638,2.0,83.33333333333334,12.5,0.39526849687600135,39.526849687600134
205,Unnamed_CK1,-37.0738,143.9484,1.205305241785,6.0265262089250005,0.6026526208925,5,0.0,0.0,103.57173110349244,100.0,40.0,1.0,91.66666666666666,13.749999999999998,0.543526526208925,54.352652620892506
206,Unnamed_CK3,-37.3625,143.887,1.730752633585,8.653763167925002,0.8653763167925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.41570749113230643,41.57074911323064
207,Unnamed_CK7,-37.3283,143.7591,1.730752633585,8.653763167925002,0.8653763167925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.41570749113230643,41.57074911323064
208,Unnamed_CN2,-37.3519,144.3989,2.1648178703850003,10.824089351925,1.0824089351925001,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,3.0,75.0,11.249999999999998,0.44908288337158436,44.90828833715844
209,Unnamed_CN3,-37.4786,144.0257,1.730752633585,8.653763167925002,0.8653763167925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.41570749113230643,41.57074911323064
210,Unnamed_CN6,-37.4285,144.0387,3.741160045785,18.705800228925,1.8705800228925002,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.4257595281933064,42.575952819330645
211,Unnamed_MB2,-37.5599,144.8704,1.730752633585,8.653763167925002,0.8653763167925,1,100.0,35.0,37.42442465756515,36.133821708714486,14.453528683485795,2.0,83.33333333333334,12.5,0.6281890500027829,62.81890500027829
212,Unnamed_MB3,-37.5716,144.6409,4.392257900984999,21.961289504925,2.1961289504925,1,100.0,35.0,24.706153178955955,23.854147184494497,9.5416588737978,2.0,83.33333333333334,12.5,0.592377878242903,59.2377878242903
213,Unnamed_WD1,-37.2356,144.8066,2.256200025385,11.281000126925,1.1281000126925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,2.0,83.33333333333334,12.5,0.46203979414658436,46.203979414658434
214,Unnamed_WD15,-37.4343,144.6116,2.381850488785,11.909252443925,1.1909252443925,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,3.0,75.0,11.249999999999998,0.5376680464635843,53.76680464635844
215,Unnamed_WD21,-37.3173,144.5147,0.6798578499850001,3.3992892499250007,0.33992892499250005,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,2.0,83.33333333333334,12.5,0.5416580832695843,54.165808326958434
216,Unnamed_WD25,-37.2365,144.5741,2.907297880585,14.536489402924998,1.4536489402925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,2.0,83.33333333333334,12.5,0.46529528342258436,46.52952834225844
217,Unnamed_WD3,-37.2578,144.8894,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,28.36580432594712,27.387593143155087,10.955037257262035,1.0,91.66666666666666,13.749999999999998,0.5182041357405452,51.82041357405453
218,Unnamed_WD5,-37.3348,144.956,1.730752633585,8.653763167925002,0.8653763167925,1,100.0,35.0,28.36580432594712,27.387593143155087,10.955037257262035,1.0,91.66666666666666,13.749999999999998,0.6057041357405453,60.57041357405453
219,Unnamed_WD9,-37.2898,144.7709,0.6798578499850001,3.3992892499250007,0.33992892499250005,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,1.0,91.66666666666666,13.749999999999998,0.5541580832695844,55.41580832695844
220,Vaughan_Hill,-37.3791,143.7183,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.43861158668453226,43.86115866845323
221,Weatherboard_Hill,-37.4397,143.6695,2.907297880585,14.536489402924998,1.4536489402925,3,50.0,17.5,29.733006583502032,28.70764663940182,11.483058655760727,3.0,75.0,11.249999999999998,0.41686707596053224,41.686707596053225
222,Wheeler_Hill,-37.3794,144.19,2.256200025385,11.281000126925,1.1281000126925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.49333472809130635,49.33347280913063
223,Wombat_Hill_Daylesford,-37.3431,144.1505,2.66170833877,13.308541693850001,1.3308541693850002,1,100.0,35.0,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.5828622696582313,58.28622696582313
224,Wombat_Hill_Dean,-37.4828,143.9606,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.3961246910507967,39.61246910507967
225,Woodlands,-37.346,144.7929,2.907297880585,14.536489402924998,1.4536489402925,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,1.0,91.66666666666666,13.749999999999998,0.5652952834225844,56.52952834225844
226,Wrights_Hill,-37.3557,143.6654,0.6798578499850001,3.3992892499250007,0.33992892499250005,5,0.0,0.0,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.25572987580753226,25.572987580753225
227,Yandoit_Hill,-37.2231,144.0552,2.907297880585,14.536489402924998,1.4536489402925,3,50.0,17.5,28.760675577376915,27.768847030893262,11.107538812357305,3.0,75.0,11.249999999999998,0.41311187752649803,41.3111877526498
228,Yendon_Hill,-37.630714,143.958225,0.6798578499850001,3.3992892499250007,0.33992892499250005,3,50.0,17.5,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.38824298017379666,38.82429801737967
