,Volcanic Centre Name,Latitude,Longitude,Hazard Score (raw),Hazard (%),Hazard contrib (%),Exposure Score (raw),Exposure (%),Exposure contrib (%),Vulnerability (raw),Vulnerability (%),Vulnerability contrib (%),Data completeness (raw),Data gap (%),Data gap contrib (%),Final score (0–1),Final score (%)
72,GEOVIC_55,-37.2982,144.1478,2.907297880585,14.536489402924998,1.4536489402925,1,100.0,35.0,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.5965902173673064,59.659021736730644
73,GEOVIC_563,-37.1357,144.6265,2.256200025385,11.281000126925,1.1281000126925,3,50.0,17.5,16.37955701033845,15.814698504914851,6.325879401965941,2.0,83.33333333333334,12.5,0.3745397941465844,37.45397941465844
74,GEOVIC_564,-37.2311,144.8286,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,28.36580432594712,27.387593143155087,10.955037257262035,2.0,83.33333333333334,12.5,0.5057041357405453,50.57041357405453
75,GEOVIC_565,-37.5186,144.1373,0.6798578499850001,3.3992892499250007,0.33992892499250005,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.4757429801737966,47.57429801737966
76,GEOVIC_58,-37.3425,144.0322,2.1648178703850003,10.824089351925,1.0824089351925001,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.5053778173163064,50.53778173163064
77,GEOVIC_605,-37.2729,144.8607,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,28.36580432594712,27.387593143155087,10.955037257262035,1.0,91.66666666666666,13.749999999999998,0.5182041357405452,51.82041357405453
78,GEOVIC_69,-37.1111,144.4073,3.866810509185,19.334052545925,1.9334052545925005,2,75.0,26.249999999999996,28.760675577376915,27.768847030893262,11.107538812357305,2.0,83.33333333333334,12.5,0.517909440669498,51.7909440669498
79,GEOVIC_73,-37.4165,144.4593,3.215712653985,16.078563269925,1.6078563269925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,3.0,75.0,11.249999999999998,0.45433735728958435,45.43373572895844
80,GEOVIC_74,-37.3434,144.3822,3.215712653985,16.078563269925,1.6078563269925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4981322912343064,49.81322912343064
81,Golf_Course_Hill,-37.3475,144.5292,2.381850488785,11.909252443925,1.1909252443925,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,6.0,50.0,7.5,0.5001680464635844,50.01680464635844
82,Gooches_Hill,-37.3082,144.2207,2.53605787537,12.680289376850002,1.2680289376850002,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4947340173412314,49.473401734123144
83,Gordon_Hill,-37.2797,143.6368,2.907297880585,14.536489402924998,1.4536489402925,5,0.0,0.0,64.16918901091714,61.95627738112929,24.782510952451716,2.0,83.33333333333334,12.5,0.38736159892744215,38.73615989274421
84,Green_Hill_Buninyong,-37.6284,143.9012,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,29.733006583502032,28.70764663940182,11.483058655760727,3.0,75.0,11.249999999999998,0.4984843497255322,49.84843497255322
85,Green_Hill_Metcalfe,-37.1513,144.4329,2.907297880585,14.536489402924998,1.4536489402925,3,50.0,17.5,28.760675577376915,27.768847030893262,11.107538812357305,4.0,66.66666666666667,10.0,0.4006118775264981,40.06118775264981
86,Green_Hill_Newlyn,-37.3957,144.0213,2.907297880585,14.536489402924998,1.4536489402925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4090902173673064,40.90902173673064
87,Green_Hill_Pootilla,-37.515,143.9677,1.730752633585,8.653763167925002,0.8653763167925,3,50.0,17.5,21.96851985548765,21.210922730967923,8.484369092387169,2.0,83.33333333333334,12.5,0.39349745409179665,39.34974540917967
88,Green_Hill_Snake_Valley,-37.6042,143.6028,1.730752633585,8.653763167925002,0.8653763167925,3,50.0,17.5,64.16918901091714,61.95627738112929,24.782510952451716,2.0,83.33333333333334,12.5,0.5564788726924421,55.64788726924421
89,Green_Hill_Wallan,-37.4232,144.9843,2.907297880585,14.536489402924998,1.4536489402925,1,100.0,35.0,28.36580432594712,27.387593143155087,10.955037257262035,4.0,66.66666666666667,10.0,0.5740868619755454,57.40868619755454
90,Green_Hills_Greendale,-37.5006,144.2907,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,3.0,75.0,11.249999999999998,0.4684974540917966,46.84974540917966
91,Grenville_Hill,-37.6781,143.8772,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,29.733006583502032,28.70764663940182,11.483058655760727,4.0,66.66666666666667,10.0,0.48598434972553217,48.598434972553214
92,Happy_Valley,-37.7104,143.5616,0.95971569997,4.79857849985,0.4798578499849999,3,50.0,17.5,22.42709477303372,21.65368342701909,8.661473370807638,4.0,66.66666666666667,10.0,0.3664133122079264,36.64133122079264
93,Hardie_Hill,-37.7414,143.8799,2.53605787537,12.680289376850002,1.2680289376850002,3,50.0,17.5,22.42709477303372,21.65368342701909,8.661473370807638,3.0,75.0,11.249999999999998,0.38679502308492636,38.67950230849264
94,Hayes_Hill,-37.5391,145.0047,3.215712653985,16.078563269925,1.6078563269925,1,100.0,35.0,25.27719135686732,24.405492780273683,9.762197112109474,2.0,83.33333333333334,12.5,0.5887005343910197,58.870053439101966
95,Heaghney_Hill,-37.23,144.0085,1.730752633585,8.653763167925002,0.8653763167925,3,50.0,17.5,28.760675577376915,27.768847030893262,11.107538812357305,3.0,75.0,11.249999999999998,0.407229151291498,40.7229151291498
96,Hepburn_Lagoon,-37.3718,143.9969,0.95971569997,4.79857849985,0.4798578499849999,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.41185230646423143,41.18523064642314
97,Holcombe_Hill,-37.2787,144.1992,2.256200025385,11.281000126925,1.1281000126925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.49333472809130635,49.33347280913063
98,Hopwoods_Hill,-37.6098,144.0983,2.256200025385,11.281000126925,1.1281000126925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,3.0,75.0,11.249999999999998,0.47112469105079663,47.11246910507966
99,Kangaroo_Hill_Denver,-37.2699,144.309,2.907297880585,14.536489402924998,1.4536489402925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,8.0,33.333333333333336,5.0,0.3465902173673064,34.65902173673064
100,Kangaroo_Hills_Kingston,-37.3538,144.0073,4.392257900984999,21.961289504925,2.1961289504925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.41651501746930636,41.651501746930634
101,Kelly_Hill_Glengower,-37.2617,143.8815,2.256200025385,11.281000126925,1.1281000126925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.5058347280913064,50.58347280913063
102,Kellys_Hill_Korweinguboora,-37.4309,144.1278,1.730752633585,8.653763167925002,0.8653763167925,2,75.0,26.249999999999996,21.96851985548765,21.210922730967923,8.484369092387169,3.0,75.0,11.249999999999998,0.4684974540917966,46.84974540917966
103,Kidds_Hill,-37.2902,144.2706,0.95971569997,4.79857849985,0.4798578499849999,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.48685230646423133,48.685230646423136
104,Lady_Franklin,-37.2946,144.1394,2.381850488785,11.909252443925,1.1909252443925,1,100.0,35.0,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.5939629804083064,59.396298040830644
105,Lady_Mount,-37.4224,143.6468,2.907297880585,14.536489402924998,1.4536489402925,4,25.0,8.75,29.733006583502032,28.70764663940182,11.483058655760727,1.0,91.66666666666666,13.749999999999998,0.3543670759605323,35.43670759605323
106,Lake_Burrumbeet_Callender_Bay,-37.4848,143.6332,4.617743368671001,23.088716843355005,2.3088716843355006,4,25.0,8.75,29.733006583502032,28.70764663940182,11.483058655760727,3.0,75.0,11.249999999999998,0.33791930340096227,33.79193034009623
107,Lane_Hill,-37.2235,143.816,0.6798578499850001,3.3992892499250007,0.33992892499250005,4,25.0,8.75,103.57173110349244,100.0,40.0,2.0,83.33333333333334,12.5,0.615899289249925,61.5899289249925
108,Langdon_Hill,-37.4184,144.0603,2.907297880585,14.536489402924998,1.4536489402925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4965902173673064,49.659021736730644
109,Leishman_Complex,-37.2642,143.8328,2.53605787537,12.680289376850002,1.2680289376850002,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,2.0,83.33333333333334,12.5,0.5072340173412314,50.723401734123144
110,Leonards_Hill,-37.4233,144.1204,2.256200025385,11.281000126925,1.1281000126925,2,75.0,26.249999999999996,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.49333472809130635,49.33347280913063
111,Liafall,-37.311,144.9347,0.6798578499850001,3.3992892499250007,0.33992892499250005,1,100.0,35.0,28.36580432594712,27.387593143155087,10.955037257262035,7.0,41.666666666666664,6.249999999999999,0.5254496618225453,52.54496618225453
112,Little_Bullengarook,-37.505,144.5159,2.381850488785,11.909252443925,1.1909252443925,2,75.0,26.249999999999996,16.37955701033845,15.814698504914851,6.325879401965941,2.0,83.33333333333334,12.5,0.46266804646358434,46.26680464635843
113,Little_Hill_Lawrence,-37.3205,143.9152,1.730752633585,8.653763167925002,0.8653763167925,3,50.0,17.5,27.719349815883355,26.763431991095356,10.705372796438143,3.0,75.0,11.249999999999998,0.4032074911323064,40.32074911323064
114,Madden_Hill,-37.4892,144.0037,2.01061048357,10.05305241785,1.005305241785,3,50.0,17.5,21.96851985548765,21.210922730967923,8.484369092387169,3.0,75.0,11.249999999999998,0.3823967433417217,38.23967433417217
115,Magnet_Hill,-37.4729,144.5992,2.381850488785,11.909252443925,1.1909252443925,1,100.0,35.0,16.37955701033845,15.814698504914851,6.325879401965941,4.0,66.66666666666667,10.0,0.5251680464635844,52.51680464635844
