Volcanic Centre Name,LAT_CENTRE,LON_CENTRE,Area_0_5_km2,Avg_Density_0_5,Ranking_0_5,Area_5_10_km2,Avg_Density_5_10,Ranking_5_10,Area_10_25_km2,Avg_Density_10_25,Ranking_10_25,Area_25_50_km2,Avg_Density_25_50,Ranking_25_50,Area_50_100_km2,Avg_Density_50_100,Ranking_50_100,Exposure_Pareto_Front
Pykes_Hill,-37.576,144.2773,79.0,27.590946,4,234.0,12.666473,4,1643.0,21.485863,3,5884.0,135.5936,3,20932.0,213.74002,2,2
Quoin_Hill,-37.3472,143.6033,79.0,3.9345098,4,237.0,1.2991786,3,1644.0,7.150712,3,5883.0,26.335535,2,23523.0,15.560006,1,5
Red_Rock_Gisborne,-37.5163,144.6455,78.0,72.043106,5,234.0,173.65887,4,1649.0,198.71254,3,5772.0,420.9463,3,21289.0,151.29509,2,1
Redstone_Hill,-37.6081,144.7528,79.0,359.96634,5,236.0,205.4317,4,1646.0,667.61945,3,5373.0,498.91904,3,20881.0,100.67079,2,1
Rocky_Hill_Stoney_Rises,-37.2542,143.9739,79.0,0.83529365,4,235.0,1.6837304,3,1655.0,10.094353,3,5875.0,31.987873,3,23526.0,66.276665,2,3
Ross_Creek,-37.6525,143.7357,80.0,27.147806,4,237.0,60.40087,4,1650.0,71.167854,3,5877.0,4.799098,2,22798.0,59.322357,2,3
Ross_Hill,-37.3435,143.709,78.0,2.1701055,4,234.0,10.119984,4,1650.0,26.052128,3,5880.0,21.829058,2,23517.0,23.739904,1,4
Round_Hill_Broadford,-37.183,145.0335,77.0,59.996082,5,234.0,5.3909173,4,1646.0,18.684317,3,5881.0,55.829258,3,22877.0,203.93129,2,1
Ryan_Hill,-37.3729,143.6169,80.0,4.3318458,4,237.0,1.7788996,3,1646.0,14.283566,3,5880.0,24.649761,2,23525.0,16.982336,1,5
Ryans_Hill_Bungal,-37.6918,144.0968,78.0,2.5663385,4,235.0,6.7694306,4,1648.0,28.394623,3,5882.0,57.951744,3,20323.0,203.69609,2,2
Saddleback_Hill,-37.4505,143.6968,76.0,7.2550354,4,237.0,12.011212,4,1645.0,76.25733,3,5874.0,7.600402,2,23463.0,39.21733,2,3
Saint_Marys_Hill,-37.3687,143.5926,79.0,3.9483194,4,234.0,1.4700562,3,1645.0,8.671639,3,5888.0,25.795435,2,23520.0,15.593629,1,5
Scrub_Hill,-37.4294,143.9746,78.0,7.6732717,4,235.0,18.84235,4,1648.0,77.358894,3,5882.0,16.53804,2,22923.0,114.63233,2,3
Sister_Hills,-37.3921,143.6531,78.0,4.7494216,4,235.0,3.5199537,3,1648.0,39.2236,3,5881.0,17.908192,2,23512.0,22.118418,1,5
Sister_Hills_Waubra,-37.406,143.6451,79.0,3.4112778,4,237.0,3.9504707,4,1643.0,43.82056,3,5882.0,16.611,2,23522.0,22.26489,1,4
Snake_Hill,-37.3251,144.2044,78.0,15.82966,4,237.0,20.91842,4,1644.0,10.13687,3,5886.0,42.983494,3,22744.0,161.18417,2,2
Snowden_Hill,-37.274,144.334,78.0,6.992374,4,235.0,12.121686,4,1647.0,20.366604,3,5883.0,30.671415,3,22694.0,178.29839,2,2
Spring_Hill_Springmount,-37.4029,143.9335,79.0,38.994247,5,236.0,9.080776,4,1650.0,75.297386,3,5877.0,12.164562,2,23109.0,90.92196,2,2
Spring_Hill_Trawalla,-37.4658,143.5027,76.0,2.265484,4,234.0,2.2229078,3,1646.0,5.674234,3,5884.0,24.36597,2,23519.0,12.126243,1,5
Spring_Hill_Trentham,-37.3121,144.337,77.0,4.495072,4,236.0,14.599558,4,1645.0,18.608732,3,5873.0,42.32329,3,22578.0,188.33075,2,2
Spring_Hill_Wallan,-37.4464,144.9734,76.0,257.84225,5,234.0,73.5583,4,1646.0,239.75642,3,5842.0,486.55014,3,21570.0,115.83106,2,1
Stewart_Hill,-37.2689,143.8984,79.0,0.65063035,4,236.0,4.003932,4,1648.0,9.973335,3,5880.0,31.443129,3,23533.0,52.0211,2,2
Taylor_Hill,-37.1489,144.6723,76.0,1.8676461,4,234.0,1.9430592,3,1646.0,14.410492,3,5884.0,33.443047,3,23031.0,192.43274,2,3
The_Bluff_Yalloak_Vale,-37.7182,144.275,78.0,0.75371945,4,235.0,2.1530392,3,1649.0,36.78648,3,5654.0,194.40489,3,19984.0,222.47578,2,3
The_Sugarloaf_Springfield,-37.337,144.8222,76.0,4.082914,4,232.0,32.97745,4,1652.0,52.8034,3,5878.0,256.28336,3,22015.0,185.55847,2,2
Tipperary_Hill,-37.4839,144.0299,78.0,3.9763973,4,235.0,7.20932,4,1647.0,83.54123,3,5881.0,15.876953,2,22557.0,148.114,2,3
Tourello_Creek,-37.3157,143.833,79.0,11.087091,4,236.0,6.37911,4,1644.0,20.54423,3,5883.0,27.020239,2,23521.0,44.508305,2,3
Tregunna,-37.2476,144.6847,78.0,13.513002,4,234.0,11.694666,4,1646.0,25.202213,3,5883.0,70.9019,3,22449.0,203.08035,2,2
Troys_Hill,-37.3602,143.6181,78.0,4.347999,4,234.0,1.5704594,3,1647.0,11.53934,3,5881.0,25.334543,2,23515.0,16.618982,1,5
Tulloch_Hill,-37.1908,144.837,77.0,1.4810333,4,234.0,6.5268807,4,1649.0,17.816893,3,5876.0,57.774006,3,22754.0,201.72813,2,2
Two_Mile_Hill,-37.3255,143.7882,78.0,18.37848,4,235.0,3.372433,3,1648.0,24.76305,3,5878.0,25.14482,2,23512.0,36.31821,2,4
Unnamed_BM1,-37.6374,144.2999,78.0,5.374634,4,235.0,18.372364,4,1653.0,47.8138,3,5864.0,166.76224,3,20454.0,221.84363,2,2
Unnamed_BM3,-37.682,144.2248,79.0,1.3172351,4,237.0,14.035944,4,1649.0,21.27362,3,5839.0,148.1513,3,20180.0,220.46799,2,2
Unnamed_BM4,-37.5229,144.0424,79.0,6.3946834,4,237.0,10.8331785,4,1644.0,83.585945,3,5886.0,20.367992,2,22246.0,161.60382,2,3
Unnamed_BT2,-37.6747,143.6577,79.0,23.27828,4,237.0,15.1317,4,1645.0,72.79053,3,5883.0,5.0374928,2,22993.0,48.942535,2,3
Unnamed_CK1,-37.0738,143.9484,80.0,0.8356123,4,236.0,1.9416072,3,1640.0,16.38491,3,5885.0,23.996214,2,23523.0,22.84961,1,5
Unnamed_CK3,-37.3625,143.887,78.0,9.063149,4,237.0,16.996418,4,1645.0,59.341496,3,5882.0,16.320688,2,23363.0,69.75002,2,3
Unnamed_CK7,-37.3283,143.7591,77.0,14.564958,4,234.0,4.593805,4,1648.0,22.969841,3,5881.0,24.098185,2,23513.0,30.986658,2,3
Unnamed_CN2,-37.3519,144.3989,77.0,10.153349,4,235.0,12.551864,4,1649.0,25.607946,3,5876.0,55.555614,3,22321.0,208.83975,2,2
Unnamed_CN3,-37.4786,144.0257,79.0,4.2612433,4,237.0,6.4379616,4,1643.0,83.46107,3,5885.0,15.687763,2,22617.0,145.75577,2,3
Unnamed_CN6,-37.4285,144.0387,80.0,5.6466894,4,235.0,6.8348675,4,1651.0,54.382347,3,5878.0,25.49227,2,22791.0,137.54155,2,3
Unnamed_MB2,-37.5599,144.8704,78.0,750.26215,5,234.0,406.65588,4,1648.0,677.0955,3,5562.0,512.0576,3,21139.0,86.473366,2,1
Unnamed_MB3,-37.5716,144.6409,79.0,57.616043,5,235.0,219.19955,4,1649.0,293.53458,3,5591.0,455.28366,3,21059.0,139.32378,2,1
Unnamed_WD1,-37.2356,144.8066,81.0,5.9967422,4,234.0,13.590839,4,1645.0,23.951717,3,5884.0,80.02957,3,22512.0,203.56996,2,2
Unnamed_WD15,-37.4343,144.6116,78.0,78.88439,5,233.0,74.516556,4,1650.0,50.86513,3,5881.0,297.99927,3,21628.0,183.40344,2,1
Unnamed_WD21,-37.3173,144.5147,78.0,44.75213,5,235.0,46.05961,4,1648.0,24.87501,3,5878.0,88.22632,3,22294.0,204.58945,2,1
Unnamed_WD25,-37.2365,144.5741,77.0,3.7683368,4,234.0,16.417805,4,1649.0,19.286654,3,5876.0,51.527027,3,22566.0,200.59131,2,2
Unnamed_WD3,-37.2578,144.8894,78.0,6.7567625,4,235.0,45.58014,4,1646.0,26.72904,3,5878.0,112.086914,3,22399.0,202.9976,2,2
Unnamed_WD5,-37.3348,144.956,77.0,85.236275,5,234.0,83.20604,4,1645.0,45.154644,3,5883.0,258.79678,3,22062.0,177.9355,2,1
Unnamed_WD9,-37.2898,144.7709,80.0,30.583344,5,235.0,30.20273,4,1645.0,30.198067,3,5885.0,157.36874,3,22204.0,196.29941,2,1
Vaughan_Hill,-37.3791,143.7183,80.0,5.326871,4,236.0,3.8185472,4,1644.0,55.461246,3,5883.0,13.828264,2,23523.0,31.401442,2,3
Weatherboard_Hill,-37.4397,143.6695,78.0,6.4809165,4,238.0,6.2799,4,1649.0,73.9054,3,5879.0,8.066067,2,23506.0,31.087887,2,3
Wheeler_Hill,-37.3794,144.19,79.0,10.152407,4,236.0,21.968264,4,1644.0,8.773834,3,5882.0,51.90027,3,22614.0,169.37558,2,2
Wombat_Hill_Daylesford,-37.3431,144.1505,78.0,54.459602,5,236.0,7.8977666,4,1647.0,7.1768675,3,5884.0,40.697037,3,22772.0,151.42511,2,1
Wombat_Hill_Dean,-37.4828,143.9606,76.0,5.3561177,4,234.0,47.76754,4,1646.0,77.69668,3,5885.0,10.715427,2,22808.0,122.3998,2,3
Woodlands,-37.346,144.7929,78.0,35.381897,5,234.0,25.719496,4,1650.0,61.531002,3,5882.0,263.37567,3,21980.0,184.60486,2,1
Wrights_Hill,-37.3557,143.6654,78.0,4.482833,4,234.0,2.7850666,3,1649.0,23.411615,3,5882.0,22.474556,2,23519.0,20.387146,1,5
Yandoit_Hill,-37.2231,144.0552,77.0,3.295568,4,235.0,2.47186,3,1649.0,14.320948,3,5876.0,32.42353,3,23520.0,82.19077,2,3
Yendon_Hill,-37.630714,143.958225,78.0,15.349869,4,235.0,94.116455,4,1649.0,69.75683,3,5884.0,10.58426,2,21661.0,147.09422,2,3
